time [min/hours],Temperature [degC],solvent 1,ratio,solvent 2,Al,Co,Li,Mn,Ni
60,75,1.25,20,0.06,0.0564485265579419,0.7208958878667016,0.7634410451740425,0.7920013350800073,0.7313634528833628
60,75,1.25,20,0.08,0.13000465108954473,0.7445651518164683,0.7870567902055664,0.8134751948962079,0.7730712613631584
60,75,1.25,20,0.15,0.11867924029276118,0.6797020400845669,0.7184920012171071,0.7426089552811094,0.7057248277029297
60,75,1.25,25,0.0,0.0,0.18237880965458564,0.14983339960920594,0.1973330391352578,0.0681897167761486
60,75,1.25,25,0.02,0.0,0.1871906399298452,0.1537865611077719,0.2025394175177978,0.06998881473201367
60,75,1.25,25,0.04,0.0,0.4989056626733832,0.48728925172999715,0.5596512088126351,0.44681656388332036
60,75,1.25,25,0.06,0.0,0.5471575382912873,0.5779760654359548,0.6526071145527615,0.5427618485248579
60,75,1.25,25,0.08,0.025005423507132606,0.5744766076956817,0.6055229370376681,0.6768550566567862,0.5881474285590494
60,75,1.25,25,0.15,0.02282706534074372,0.5244308322501925,0.5527725473296736,0.617890538831698,0.5369107137055411
60,75,1.25,30,0.0,0.0,0.024711492609264234,0.027572395861448478,0.025707343282882527,0.0
60,75,1.25,30,0.02,0.0,0.025363473552154476,0.028299858056307487,0.02638559846471374,0.0
60,75,1.25,30,0.04,0.0,0.32687530511477575,0.35211969588666775,0.37204598788275006,0.30280406594438275
60,75,1.25,30,0.06,0.0,0.3783679818474753,0.44428479467413956,0.46774819823325947,0.4003733625369819
60,75,1.25,30,0.08,0.0,0.40922543272770967,0.4744480997872607,0.4959545654094278,0.44827141869313963
60,75,1.25,30,0.15,0.0,0.3735755840854585,0.4331163506012961,0.4527492712701187,0.40922006227930346
60,75,1.5,10,0.0,0.0,0.5303600637419331,0.471878506264377,0.47171132069697086,0.3836382487574165
60,75,1.5,10,0.02,0.0,0.544352931752952,0.48432841361373297,0.4841568170702482,0.3937600504273336
60,75,1.5,10,0.04,0.19146611652257853,0.8556658029531423,0.8160005649410156,0.8374323058046702,0.7671202022425252
60,75,1.5,10,0.06,0.1541893401359522,0.8927908222835742,0.8949319906263237,0.9198097608955481,0.8513911252411129
60,75,1.5,10,0.08,0.22142635597102914,0.909899766567479,0.9129732343663316,0.9358752230133919,0.8869427722662432
60,75,1.5,10,0.15,0.20213670424251393,0.8306334591399608,0.8334391804766635,0.85434605258509,0.8096763732184872
60,75,1.5,15,0.0,0.0,0.5024638366772898,0.4597419203559774,0.45929244007138337,0.3663674935053791
60,75,1.5,15,0.02,0.0,0.5157206986237602,0.4718716194990305,0.47141028025533466,0.37603362851561833
60,75,1.5,15,0.04,0.1645276436776534,0.8321349753011357,0.8095047303590536,0.8310652609792352,0.7560850588995239
60,75,1.5,15,0.06,0.1273051883500449,0.8710309107556141,0.8905736264141487,0.9156557084741727,0.8426906675150184
60,75,1.5,15,0.08,0.19663757957450737,0.8894892893858035,0.9095364624291165,0.9326111550505409,0.8795988092572884
60,75,1.5,15,0.15,0.17950741270658715,0.8120010494097364,0.8303018043970375,0.8513663352991713,0.8029721826888753
60,75,1.5,20,0.0,0.0,0.387622264330201,0.35918941701453405,0.3565963757808002,0.26390381123126644
60,75,1.5,20,0.02,0.0,0.3978491791258611,0.3686661677106086,0.36600471241969273,0.27086657379697726
60,75,1.5,20,0.04,0.11255624642547142,0.7171259131329439,0.709990003072851,0.729726952946405,0.6554434721193563
60,75,1.5,20,0.06,0.07601900986367562,0.760167257257192,0.7956263317458663,0.8190120966013104,0.7467275981741017
60,75,1.5,20,0.08,0.14810174036897156,0.7822811101086198,0.8178553615143609,0.8392504659232496,0.7872577076597334
60,75,1.5,20,0.15,0.1351997938975555,0.7141323565348976,0.7466075418104452,0.7661388025457583,0.7186754156613098
60,75,1.5,25,0.0,0.0,0.22645165896877018,0.18808273579823265,0.23037690833380253,0.09102698980654723
60,75,1.5,25,0.02,0.0,0.23242629467658965,0.1930450568271032,0.23645510669654307,0.0934286198328072
60,75,1.5,25,0.04,0.003811974810945886,0.5413662129440818,0.523321687521724,0.5899110974193514,0.4660238806140365
60,75,1.5,25,0.06,0.0,0.5877365068084507,0.6117470637422108,0.6807005349153669,0.5600856588322002
60,75,1.5,25,0.08,0.044078269570939556,0.6134771116772839,0.6378772778713717,0.7036956233129601,0.6042583055584423
60,75,1.5,25,0.15,0.040238372260172406,0.5600337906426872,0.5823083259201801,0.6423928780409646,0.5516180847628035
60,75,1.5,30,0.0,0.0,0.06992591432458063,0.06662605342360685,0.06028293449940371,0.0
60,75,1.5,30,0.02,0.0,0.07177081961926908,0.06838389613344183,0.061873422176437945,0.0
60,75,1.5,30,0.04,0.0,0.3706152197343772,0.3890818864502829,0.40400750677439307,0.3233910876010117
60,75,1.5,30,0.06,0.0,0.42020871014990197,0.47898747314603246,0.4975263660017378,0.41906829239151283
60,75,1.5,30,0.08,0.0,0.44946561715013356,0.5077207815255756,0.5244468368158247,0.4657330169539352
60,75,1.5,30,0.15,0.0,0.41031022762683417,0.4634904684356304,0.4787594262637395,0.42516048593738315
60,75,2.0,10,0.0,0.0667898759429646,0.7185013648859583,0.6770612902893612,0.680307700378498,0.5989535078820604
60,75,2.0,10,0.02,0.06855204089927207,0.7374580990971882,0.6949246814420735,0.6982567438851166,0.6147561256761047
60,75,2.0,10,0.04,0.273135299507542,1.0,1.0,1.0,0.9846166134203882
60,75,2.0,10,0.06,0.2345908781535099,1.0,1.0,1.0,1.0
60,75,2.0,10,0.08,0.2979308859670573,1.0,1.0,1.0,1.0
60,75,2.0,10,0.15,0.27197650937863677,0.993478410719962,1.0,1.0,0.9944237266436738
60,75,2.0,15,0.0,0.039700638534986725,0.6953018694108449,0.6695227896418002,0.6725614039216451,0.5865679220498811
60,75,2.0,15,0.02,0.040748088810646975,0.7136465147784515,0.6871872871526622,0.6903060713613395,0.6020437620949027
60,75,2.0,15,0.04,0.24859714655871093,1.0,1.0,1.0,0.9785437930010622
60,75,2.0,15,0.06,0.21006174869154606,1.0,1.0,1.0,1.0
60,75,2.0,15,0.08,0.27540049648944476,1.0,1.0,1.0,1.0
60,75,2.0,15,0.15,0.25140886441908156,0.9789579129884474,1.0,1.0,0.9919461882087632
60,75,2.0,20,0.0,0.0,0.5874704942843236,0.5759256834403905,0.5769444067080072,0.49126693169866636
60,75,2.0,20,0.02,0.0,0.6029701475366462,0.5911207417102002,0.5921663426806998,0.504228377711269
60,75,2.0,20,0.04,0.19970323759037148,0.9197213881421257,0.9297898845264109,0.9527541291978957,0.8852601864689761
60,75,2.0,20,0.06,0.16179067749750836,0.9559746558319848,1.0,1.0,0.9678571532709388
60,75,2.0,20,0.08,0.22976544937620327,0.9719844344027648,1.0,1.0,1.0
60,75,2.0,20,0.15,0.20974933395817016,0.8873095945764251,0.9336996069425214,0.9559650820909797,0.9139505940289854
60,75,2.0,25,0.0,0.0,0.4263847246245765,0.40484674211108335,0.4495302619511255,0.31830518555244375
60,75,2.0,25,0.02,0.0,0.437634337069939,0.4155281025949174,0.4613905396237657,0.3267032583960566
60,75,2.0,25,0.04,0.09201275541747725,0.7442045814450643,0.7433156585103474,0.8118557624379042,0.6959387843182404
60,75,2.0,25,0.06,0.05750243868797824,0.7838111201131869,0.8234671622069828,0.894216413948472,0.7813646416871033
60,75,2.0,25,0.08,0.1267628008728343,0.8034614919108739,0.8430790875059812,0.9106820794644511,0.818343630206329
60,75,2.0,25,0.15,0.11571980524458941,0.7334676003153064,0.7696338921213752,0.8313476205142565,0.7470532747664067
60,75,2.0,30,0.0,0.0,0.2699029086462397,0.2822260571473821,0.2794552893768683,0.1885711628163685
60,75,2.0,30,0.02,0.0,0.2770239496798321,0.2896722286012998,0.28682835768753523,0.1935463703637967
60,75,2.0,30,0.04,0.0024809019615917023,0.5736504182692768,0.6080113009330956,0.6261448217894836,0.5522937805707846
60,75,2.0,30,0.06,0.0,0.6165050676318078,0.6897210325561307,0.7112826217851183,0.6394138064533745
60,75,2.0,30,0.08,0.04101226421595272,0.6396863510444301,0.7119822216986388,0.7316876233270174,0.6789379884531231
60,75,2.0,30,0.15,0.037439463273387825,0.5839598009098482,0.6499575858632264,0.6679463429985825,0.6197920151334942
60,85,0.5,10,0.0,0.0,0.14563122523292787,0.2414854904916683,0.24315103311291136,0.12030359701744925
60,85,0.5,10,0.02,0.0,0.14947351776640952,0.24785677450424595,0.24956626032495402,0.1234776526626893
60,85,0.5,10,0.04,0.029344358794466587,0.44617976860998637,0.56879220446677,0.5918498973506409,0.48458735422129634
60,85,0.5,10,0.06,0.0,0.4929969925946833,0.6526691424630895,0.6790746953982205,0.5746542361565821
60,85,0.5,10,0.08,0.06697270392221653,0.5198178481383225,0.6763589581712802,0.7007683042161285,0.6165094446342275
60,85,0.5,10,0.15,0.06113834816851537,0.4745336939151629,0.6174376581779699,0.6397205735996219,0.5628019606168453
60,85,0.5,15,0.0,0.0,0.11068788908408436,0.2251072523595579,0.22653058260392925,0.09818934041481356
60,85,0.5,15,0.02,0.0,0.11360824664541613,0.23104641762848022,0.23250730061032587,0.1007799398480137
60,85,0.5,15,0.04,0.0,0.4151424630298958,0.557739234365543,0.580961931431639,0.46834878780385586
60,85,0.5,15,0.06,0.0,0.46390711491036274,0.643842994125979,0.6704870305010572,0.5608551840931674
60,85,0.5,15,0.08,0.03954882269901538,0.4922546818314022,0.6685578306432458,0.6931735456389714,0.6041819714380747
60,85,0.5,15,0.15,0.03610351009025566,0.44937170463282766,0.6103161292119451,0.632787435665019,0.5515484005219625
60,85,0.5,20,0.0,0.0,0.0,0.12147309175687787,0.12081990697103101,0.0
60,85,0.5,20,0.02,0.0,0.0,0.12467800301634158,0.12400758479017726,0.0
60,85,0.5,20,0.04,0.0,0.29376254667760915,0.4548876343050027,0.4763512516431555,0.3636619014215833
60,85,0.5,20,0.06,0.0,0.3468196028463767,0.5456162624555562,0.5706256908174611,0.46092130318492097
60,85,0.5,20,0.08,0.0,0.37897126817841303,0.5736699489931126,0.5966665777602479,0.5079558370616496
60,85,0.5,20,0.15,0.0,0.3459570240238635,0.5236944459656415,0.544687713579559,0.46370504700813997
60,85,0.5,25,0.0,0.0,0.0,0.0,0.0008437068600149194,0.0
60,85,0.5,25,0.02,0.0,0.0,0.0,0.000865966980160837,0.0
60,85,0.5,25,0.04,0.0,0.1284747430976669,0.27559255633722407,0.3432090392038571,0.18237867208057176
60,85,0.5,25,0.06,0.0,0.1846083340139052,0.36894903945984925,0.4388456968708957,0.28223607513591265
60,85,0.5,25,0.08,0.0,0.2201354176579298,0.40073016440932574,0.46748666989507126,0.3327249078921082
60,85,0.5,25,0.15,0.0,0.20095822657279766,0.3658203847009636,0.426761368652336,0.3037394351984835
60,85,0.5,30,0.0,0.0,0.0,0.0,0.0,0.0
60,85,0.5,30,0.02,0.0,0.0,0.0,0.0,0.0
60,85,0.5,30,0.04,0.0,0.0,0.1478948454542454,0.16453818101320575,0.047116655750488665
60,85,0.5,30,0.06,0.0,0.027080243257749513,0.24259116339197442,0.2627472433082969,0.1484289437180122
60,85,0.5,30,0.08,0.0,0.06587772498874739,0.2768222413964902,0.29514276029395486,0.2012404893661876
60,85,0.5,30,0.15,0.0,0.060138758793272185,0.2527067534102693,0.2694312724663492,0.18370933804262551
60,85,0.75,10,0.0,0.0,0.26442955230768517,0.30936314416903654,0.3304760888238003,0.20781951236666837
60,85,0.75,10,0.02,0.0,0.2714061858753765,0.31752529275406466,0.3391952752932588,0.21330256285533472
60,85,0.75,10,0.04,0.1365148713005551,0.5751664119859109,0.6444193032227185,0.6882433227762584,0.5814721766727325
60,85,0.75,10,0.06,0.10068892092165392,0.6194318702663061,0.7276431208856792,0.7743328365407848,0.6703922547028313
60,85,0.75,10,0.08,0.16921696107980583,0.6435202551823092,0.7499360519981795,0.7940908797618422,0.7105286206800154
60,85,0.75,10,0.15,0.15447555312283992,0.5874597128485443,0.6846050519992014,0.7249133130524635,0.6486306159191552
60,85,0.75,15,0.0,0.0,0.23133369224088446,0.29404659793389604,0.31529729088906683,0.1871104261299728
60,85,0.75,15,0.02,0.0,0.23743713411617498,0.3018046391501743,0.323616004301436,0.19204709401906064
60,85,0.75,15,0.04,0.10852891823360575,0.5461510319105815,0.6345660557276128,0.6789608608644025,0.5668064078989327
60,85,0.75,15,0.06,0.0727849698580803,0.592327010070723,0.7200113166460982,0.7673358849319856,0.6581520722299254
60,85,0.75,15,0.08,0.14343293855392572,0.6179012892679161,0.7433090277515255,0.7880560642383188,0.6997345831739032
60,85,0.75,15,0.15,0.13093771674995142,0.5640725541098427,0.6785553438049384,0.7194042230650205,0.6387769056082185
60,85,0.75,20,0.0,0.0,0.11129213979261647,0.19035572906195167,0.20989338400501648,0.08124097913244481
60,85,0.75,20,0.02,0.0,0.11422843973154452,0.19537802009402963,0.21543115092894663,0.0833844178560741
60,85,0.75,20,0.04,0.055518366758032955,0.425656915006636,0.5317375873746626,0.5747618378604058,0.46256833601760244
60,85,0.75,20,0.06,0.020487118958314874,0.4761178912973245,0.6218330852126608,0.6679026220248938,0.5586824930212446
60,85,0.75,20,0.08,0.09390973841180503,0.5054840994954076,0.6484790663324197,0.6919764886585212,0.6039757417204356
60,85,0.75,20,0.15,0.0857287513746699,0.46144863591739077,0.5919865350439207,0.631694660815514,0.5513601365944202
60,85,0.75,25,0.0,0.0,0.0,0.02270878939986081,0.08665256892909672,0.0
60,85,0.75,25,0.02,0.0,0.0,0.02330793159491142,0.08893878548787006,0.0
60,85,0.75,25,0.04,0.0,0.2557262524334925,0.3487215708098846,0.43809198552811296,0.2770883754130709
60,85,0.75,25,0.06,0.0,0.30936774674924994,0.4415146090908495,0.5326586661184196,0.37588138861006914
60,85,0.75,25,0.08,0.0,0.34221563722541865,0.4719712192174939,0.5594113422783558,0.4247198105428041
60,85,0.75,25,0.15,0.0,0.31240337558574616,0.43085524454201696,0.5106779838747969,0.3877201625485832
60,85,0.75,30,0.0,0.0,0.0,0.0,0.0,0.0
60,85,0.75,30,0.02,0.0,0.0,0.0,0.0,0.0
60,85,0.75,30,0.04,0.0,0.09068964933568269,0.21800567457068654,0.2553312704021268,0.13826799881442342
60,85,0.75,30,0.06,0.0,0.14740882835263697,0.31219067068200906,0.3525490078904617,0.2385808648703665
60,85,0.75,30,0.08,0.0,0.1836308048016124,0.34516301759528956,0.3831492182042662,0.28981716148286507
60,85,0.75,30,0.15,0.0,0.1676337286824486,0.3150939936537279,0.34977101014585676,0.26456961547396907
60,85,1.0,10,0.0,0.013419841267505204,0.41623271174846344,0.41996830038984334,0.42450164840087345,0.3351244169848824
60,85,1.0,10,0.02,0.013773906515647442,0.42721447639391313,0.43104862373603864,0.4357015783025126,0.3439662436131023
60,85,1.0,10,0.04,0.22474009566001849,0.7389727293067987,0.7651122702504767,0.7917531465231387,0.72033471509819
60,85,1.0,10,0.06,0.18622272848803553,0.7798013761868133,0.8465414452609245,0.8765420409029004,0.8070465408556607
60,85,1.0,10,0.08,0.25348412711365403,0.8002917673345094,0.8663153450801457,0.8941925625098461,0.8444220175571997
60,85,1.0,10,0.15,0.23140174893746435,0.7305740076514243,0.7908459131762956,0.8162945948834707,0.7708598322466794
60,85,1.0,15,0.0,0.0,0.38562879428890884,0.4065525391918178,0.41089298005515207,0.3166010625560566
60,85,1.0,15,0.02,0.0,0.3958031139419635,0.4172789049372387,0.42173386274906227,0.3249541743066519
60,85,1.0,15,0.04,0.19809215804000496,0.7126591885338103,0.7573437644890975,0.7842126717463147,0.7080652493057231
60,85,1.0,15,0.06,0.15961404487521755,0.7553441672113099,0.8409665880719619,0.8712691243829493,0.7971679120168962
60,85,1.0,15,0.08,0.22898045953854484,0.7772627360041006,0.8617029905156598,0.8898477173666172,0.8359436582250338
60,85,1.0,15,0.15,0.20903272884602336,0.709551160237373,0.7866353658528897,0.812328252783681,0.763120068814823
60,85,1.0,20,0.0,0.0,0.2669973806908418,0.3036456726579887,0.3059116065034958,0.2118497007674266
60,85,1.0,20,0.02,0.0,0.27404176310708206,0.31165697311231366,0.3139826907073805,0.21743908259247047
60,85,1.0,20,0.04,0.14612527442698492,0.593728782283921,0.6554251719213646,0.680548419002885,0.6051006020012217
60,85,1.0,20,0.06,0.10832451543507107,0.6406741282402139,0.743701147019472,0.7723842409195428,0.698966401742218
60,85,1.0,20,0.08,0.18045840702061236,0.6663556097771094,0.767773162253078,0.7943128795583151,0.7414354113089482
60,85,1.0,20,0.15,0.16473769569135663,0.608305755758683,0.7008882747633908,0.7251159732416897,0.67684494826029
60,85,1.0,25,0.0,0.0,0.10633001339243708,0.13165858452569157,0.17925164642496927,0.037981953598791196
60,85,1.0,25,0.02,0.0,0.10913539400974168,0.1351322269089341,0.18398097052129822,0.03898405858338202
60,85,1.0,25,0.04,0.035462774227688884,0.41842810958895255,0.46775300932279235,0.5401869753094255,0.41455017995946347
60,85,1.0,25,0.06,0.0011651318010147001,0.4686764472790845,0.5588199100436395,0.6335162321551853,0.5111977962936298
60,85,1.0,25,0.08,0.07460455608331606,0.4979639551076501,0.5868090358495371,0.6582063837364557,0.5573245492677862
60,85,1.0,25,0.15,0.06810534826363329,0.4545836121251394,0.5356889156495139,0.6008664530308625,0.5087729827300453
60,85,1.0,30,0.0,0.0,0.0,0.009890321318724714,0.008174196310949865,0.0
60,85,1.0,30,0.02,0.0,0.0,0.010151264723521052,0.008389861965091654,0.0
60,85,1.0,30,0.04,0.0,0.2481464270369467,0.3331100758751797,0.3531673602565315,0.2713219150234212
60,85,1.0,30,0.06,0.0,0.3015920127876541,0.4256440862484034,0.44923032456546536,0.3695758423848496
60,85,1.0,30,0.08,0.0,0.3343750179975755,0.45623736600904485,0.47786511041991897,0.41819672511861206
60,85,1.0,30,0.15,0.0,0.30524579525620604,0.4164920526868779,0.4362356868908544,0.3817653385017588
60,85,1.25,10,0.0,0.0,0.4261264276252084,0.40848271622997095,0.46129607125488753,0.334631896585089
60,85,1.25,10,0.02,0.0,0.43736922523650834,0.41926000721350165,0.47346677467012854,0.3434607286961574
60,85,1.25,10,0.04,0.1929751927904836,0.7455081726408502,0.7488381572486135,0.8260574029333548,0.7150643982799673
60,85,1.25,10,0.06,0.15569790123133112,0.7853949096274485,0.8293778353451019,0.9086043359176544,0.8005504205436645
60,85,1.25,10,0.08,0.22281190766980652,0.8052171304998325,0.8490556240591104,0.9249108621929224,0.837341004898429
60,85,1.25,10,0.15,0.20340155301225435,0.7350702956974503,0.7750897801358428,0.8443368567481387,0.7643956850349513
60,85,1.25,15,0.0,0.0,0.39621975265937426,0.3951211283810929,0.4486974662772356,0.31642396051333055
60,85,1.25,15,0.02,0.0,0.40667350112452866,0.40554589105796396,0.460535771707344,0.32477239965436994
60,85,1.25,15,0.04,0.16610281978340913,0.7198524827518125,0.7410443871111856,0.8194930801956677,0.7030334999816763
60,85,1.25,15,0.06,0.12887890508772434,0.7615633770790874,0.8237525685538879,0.9042556523378865,0.7908773778652419
60,85,1.25,15,0.08,0.1980849507477876,0.7827873496863953,0.8443835581987154,0.9214562396265054,0.8290481175572504
60,85,1.25,15,0.15,0.18082869552096287,0.7145944948352968,0.7708247232916646,0.8411831851045234,0.7568252361223179
60,85,1.25,20,0.0,0.0,0.2794302863519962,0.2934237759945797,0.3459246420964279,0.2131049944474628
60,85,1.25,20,0.02,0.0,0.286802694990053,0.30116538485520844,0.355051418770506,0.2187274955814422
60,85,1.25,20,0.04,0.11422781176633706,0.6027843199855374,0.6403160156670777,0.7180658068573598,0.6014822667394375
60,85,1.25,20,0.06,0.07768740792633361,0.6486921465558224,0.7276204499738184,0.8075228898664675,0.6940255707465914
60,85,1.25,20,0.08,0.14963966496045453,0.6736222460547909,0.7515471132650549,0.8280077467499469,0.7358397570354571
60,85,1.25,20,0.15,0.13660374153029833,0.6149393559083135,0.6860757649746082,0.7558754976629393,0.6717367618027067
60,85,1.25,25,0.0,0.0,0.12053410061688742,0.12378331984705417,0.22005274431727265,0.04140918788223493
60,85,1.25,25,0.02,0.0,0.123714237803045,0.12704918350270464,0.22585855289377096,0.04250171603450655
60,85,1.25,25,0.04,0.005577279451086446,0.42942770327471996,0.4551999021934609,0.5786242048593888,0.4133154674958252
60,85,1.25,25,0.06,0.0,0.47860411375761075,0.545255860998625,0.6695784335243241,0.5086066942453785
60,85,1.25,25,0.08,0.04570612020975401,0.5071016976439191,0.5730457496646979,0.6928115176665424,0.554033344926169
60,85,1.25,25,0.15,0.04172441199421444,0.46292531631118966,0.5231246240287432,0.6324569459142962,0.5057684930626684
60,85,1.25,30,0.0,0.0,0.0,0.0037096818270774853,0.05035440969730082,0.0
60,85,1.25,30,0.02,0.0,0.0,0.0038075570098386976,0.05168294601979128,0.0
60,85,1.25,30,0.04,0.0,0.26103140999063623,0.32242452859659576,0.3931453505592125,0.27186022042167235
60,85,1.25,30,0.06,0.0,0.3133718677137901,0.41392538514146027,0.48682050726733495,0.3687390307112105
60,85,1.25,30,0.08,0.0,0.34532768011912146,0.44428258965620976,0.5139692006353428,0.41662954570127503
60,85,1.25,30,0.15,0.0,0.31524431153135823,0.4055787217903729,0.4691945538415284,0.3803346845897829
60,85,1.5,10,0.0,0.004789096406847963,0.46550575434503755,0.4420529055571791,0.4897443504505709,0.3532355133527851
60,85,1.5,10,0.02,0.004915450554709077,0.4777875248331116,0.4537159028004327,0.5026656251156683,0.3625551779600331
60,85,1.5,10,0.04,0.21023426947217055,0.7831559184003629,0.7800826610398117,0.851626963286906,0.729972632467254
60,85,1.5,10,0.06,0.17293138815419026,0.8213109996613925,0.8585282707592727,0.9321740601889419,0.8137317614539479
60,85,1.5,10,0.08,0.23868240811093464,0.8396923772504216,0.876926373236791,0.9473616215538093,0.8494413609695562
60,85,1.5,10,0.15,0.217889488017945,0.7665422165785803,0.8005325570755827,0.8648318086026859,0.775441913410342
60,85,1.5,15,0.0,0.0,0.43687137797309566,0.42963050522720286,0.47798751732512307,0.33571542714250063
60,85,1.5,15,0.02,0.0,0.44839766727669156,0.4409657534182871,0.4905986030725104,0.3445728468134392
60,85,1.5,15,0.04,0.18409917106997645,0.7587648718415931,0.7731970217837774,0.8458626408930681,0.7185738569971971
60,85,1.5,15,0.06,0.14683896016283166,0.7986965355416453,0.8537623299157824,0.9285783329632631,0.8046480910586029
60,85,1.5,15,0.08,0.21464519734266027,0.8184381707203887,0.8730810835108909,0.9446304803601617,0.8417080581657406
60,85,1.5,15,0.15,0.1959462891490659,0.7471395793431463,0.797022251409208,0.8623385919424942,0.768382300588639
60,85,1.5,20,0.0,0.0,0.32249562652963715,0.330030204336211,0.37723638533321957,0.23419426463707194
60,85,1.5,20,0.02,0.0,0.3310042587677445,0.3387376267170688,0.38718928207223097,0.2403731790351345
60,85,1.5,20,0.04,0.13329256747180143,0.6441623002239332,0.6745949458044762,0.7464766594433108,0.618822217885431
60,85,1.5,20,0.06,0.0966968117372879,0.6882121531308656,0.7596758861562798,0.8338073880995254,0.7095225943883883
60,85,1.5,20,0.08,0.16720378317221476,0.7115881499261577,0.7822270615724564,0.85308305612244,0.7501667060734435
60,85,1.5,20,0.15,0.15263775406994062,0.6495978438217721,0.7140830164600823,0.7787663607320271,0.6848156125460522
60,85,1.5,25,0.0,0.0,0.16475211379961616,0.16180283899326506,0.25230064158121585,0.06425836359653056
60,85,1.5,25,0.02,0.0,0.1690988863802269,0.16607179875215378,0.2589572694423418,0.06595373785617027
60,85,1.5,25,0.04,0.025650257995773612,0.4720971519093678,0.49105034375545503,0.6081097486652969,0.43260374127391304
60,85,1.5,25,0.06,0.0,0.5193977546451878,0.5788683752496633,0.696936999333091,0.5260289821013482
60,85,1.5,25,0.08,0.06423760472977043,0.5463189065469127,0.6052534172769637,0.7189436046162545,0.5702509946197811
60,85,1.5,25,0.15,0.05864151831230939,0.49872610128311273,0.5525265068982159,0.6563125249298041,0.52057333526516
60,85,1.5,30,0.0,0.0,0.011565631195451658,0.04251618878238188,0.0841188065284008,0.0
60,85,1.5,30,0.02,0.0,0.011870775496181332,0.04363792372931764,0.08633817302575532,0.0
60,85,1.5,30,0.04,0.0,0.30494655500119644,0.35918530202729054,0.4243152469494779,0.2925019339964427
60,85,1.5,30,0.06,0.0,0.35539425032444805,0.4484502916881541,0.5158466080990218,0.3875064690153496
60,85,1.5,30,0.08,0.0,0.38575225410084996,0.47738965646199033,0.541736077631625,0.43417240570151633
60,85,1.5,30,0.15,0.0,0.3521472814566932,0.43580165230788576,0.49454250746940626,0.39634929083611875
60,85,2.0,10,0.0,0.0857030875893987,0.6524683135631089,0.6449373642599954,0.6947640892506153,0.566156364736621
60,85,2.0,10,0.02,0.08796425330444885,0.6696828506619943,0.6619532069495533,0.7130945459804698,0.5810936720999413
60,85,2.0,10,0.04,0.29019971743343803,0.9725885449262952,0.9857323288183819,1.0,0.9450782191119762
60,85,2.0,10,0.06,0.2516612560705979,1.0,1.0,1.0,1.0
60,85,2.0,10,0.08,0.31358405316944027,1.0,1.0,1.0,1.0
60,85,2.0,10,0.15,0.28626604422362756,0.9284367290729468,0.9755378387228338,1.0,0.9581700276180006
60,85,2.0,15,0.0,0.05938752972094356,0.6284935138257959,0.6370599443390619,0.6876014217752848,0.5534652176077453
60,85,2.0,15,0.02,0.06095439329474919,0.6450755066755332,0.653867951437783,0.7057429007381171,0.5680676853803643
60,85,2.0,15,0.04,0.2664201999904271,0.9529577630361789,0.9834752632141434,1.0,0.9385851254671539
60,85,2.0,15,0.06,0.22788003014099692,0.9863697649859386,1.0,1.0,1.0
60,85,2.0,15,0.08,0.2917630446161467,1.0,1.0,1.0,1.0
60,85,2.0,15,0.15,0.2663459821656571,0.9131145632093597,0.9759753036977349,1.0,0.9552890205524681
60,85,2.0,20,0.0,0.010212262228573365,0.5210587489292771,0.5443289195792176,0.5938167501263643,0.45901864410610155
60,85,2.0,20,0.02,0.010481699630122613,0.5348062137144622,0.5586903378815378,0.6094838411750714,0.4711292605357449
60,85,2.0,20,0.04,0.21863658018619853,0.8455159107139931,0.8919471778240695,0.9656631047617108,0.846101300095577
60,85,2.0,20,0.06,0.18069964965776056,0.8828318981053989,0.9688081660131451,1.0,0.9282189523832372
60,85,2.0,20,0.08,0.24717097348104672,0.9001494518039153,0.9849018274083641,1.0,0.9617277524194414
60,85,2.0,20,0.15,0.22563856838437504,0.8217325472182955,0.8991016833641714,0.9653129399862292,0.8779464278319855
60,85,2.0,25,0.0,0.0,0.36336921325907395,0.3761169240116872,0.4677159415597289,0.28898609546577075
60,85,2.0,25,0.02,0.0,0.37295624250205367,0.38604028520386297,0.4800560249942241,0.2966106218344085
60,85,2.0,25,0.04,0.11204429653520895,0.6736589821397249,0.7085813085480207,0.8262423955740675,0.6599660165098956
60,85,2.0,25,0.06,0.07747243752809643,0.7142505008124698,0.788225716480299,0.9067772639420835,0.7448593987412953
60,85,2.0,25,0.08,0.14522175540409415,0.7351276382051717,0.8081683804217272,0.9223636107162188,0.7819719294508163
60,85,2.0,25,0.15,0.13257070005491345,0.6710866795089613,0.7377644462198502,0.8420115101735289,0.7138501102823381
60,85,2.0,30,0.0,0.0,0.2101969513545117,0.2556709412914382,0.2995653555225639,0.16156210843901445
60,85,2.0,30,0.02,0.0,0.21574272751243326,0.2624164901747525,0.30746900205829614,0.16582471683189778
60,85,2.0,30,0.04,0.023362666557747932,0.5066717955893649,0.575654349747281,0.6426510115809974,0.5188529266733921
60,85,2.0,30,0.06,0.0,0.5504357573085079,0.6568229510397556,0.7259367051155599,0.6054035775723696
60,85,2.0,30,0.08,0.06028904682661571,0.5747649174650216,0.6793657660726924,0.7454193427329339,0.6450127332453841
60,85,2.0,30,0.15,0.05503694072017564,0.524694025790667,0.620182526722734,0.6804818177939053,0.588822173046695
60,95,0.5,10,0.0,0.0,0.08383614432842419,0.18351130818500888,0.24568469457073544,0.05389428076584719
