krr_sigma,krr_lambda,xgb_learning_rate,xgb_max_depth,xgb_n_estimators,meta_coef_krr,meta_coef_xgb,meta_intercept
5.12,0.001,0.1,3,200,0.5517763722694868,0.49009892011171413,-0.03682633515871103
81.92,0.001,0.1,3,200,-0.06597031986014013,1.0782688877881708,-0.023592971242995087
40.96,0.001,0.1,5,200,0.41971199315743357,0.6556556435338935,-0.06984169946509466
10.24,1e-05,0.1,3,200,0.16907283334985249,0.8700121711162725,-0.029983326309104497
5.12,0.001,0.1,5,200,0.6598141496386963,0.3727315717268369,-0.027861553465996836
40.96,0.001,0.1,5,200,0.37422309066486276,0.6679099633377632,-0.023085954752874782
20.48,0.001,0.1,3,200,0.3551251619452774,0.6141463890847997,0.0260643540988178
163.84,0.001,0.1,3,200,0.34912570427294015,0.6708031623625891,-0.005003945965476597
20.48,0.001,0.1,5,200,0.4021057550868716,0.5890266108415532,0.027733865832144988
10.24,0.001,0.1,3,200,0.3642703789628494,0.6928642402600839,-0.051673390530603935
20.48,0.001,0.1,3,200,0.15201235223387272,0.8363194923872213,-0.014358697605599047
5.12,0.001,0.1,5,200,0.8499672027299663,0.16797724542208448,-0.001510313894592219
10.24,0.001,0.1,3,200,0.5252046550350663,0.5337696535626548,-0.02231896983956616
5.12,0.001,0.1,5,100,0.5709764394946912,0.45254740532183674,-0.021078133261580034
40.96,0.001,0.1,3,200,0.9328963925480356,0.05724401194388542,-0.007454420446106225
327.68,0.001,0.1,3,200,-0.009929855750426474,1.020423956574275,-0.017597241223393567
40.96,0.001,0.1,3,200,0.14753302424042447,0.831956712013824,0.013090968955093873
10.24,1e-11,0.1,3,200,0.6250165130350698,0.4575318628514708,-0.04524161354277878
10.24,0.001,0.1,3,200,0.8415254592224407,0.14070733570540528,0.019809846309450263
10.24,0.001,0.1,3,200,0.6350464148412425,0.36550244966088363,-0.02575824526867454
10.24,0.001,0.1,3,200,0.5554679857060731,0.4244926383910255,0.010637459210807498
10.24,1e-11,0.1,5,200,0.09422646744314234,0.9968472373890795,-0.09495842237995944
5.12,0.001,0.1,3,200,0.5341406694980819,0.4981264218154416,-0.007318729741575658
20.48,0.001,0.1,3,200,0.1563882050057131,0.8219342545794369,-0.006007966827464961
5.12,0.001,0.1,3,200,0.5988926478595284,0.39773982015815457,-0.008326601582359539
20.48,0.001,0.1,3,200,0.23083769300615045,0.7935512062331889,0.011634687276732225
20.48,0.001,0.1,5,200,0.5626320058570601,0.4578027402088086,-0.019521640721795852
81.92,0.001,0.1,3,200,-0.015754636311835855,1.033608895326746,-0.016872029980705472
20.48,0.001,0.1,5,200,0.3397318122308279,0.6699248873165835,0.0017139054023059819
20.48,0.001,0.1,3,200,0.3372748783152165,0.7280662187741946,-0.05414171798294365
40.96,1e-05,0.1,3,200,0.5493652951353518,0.4668195431662154,-0.024728698027025153
327.68,0.001,0.1,3,200,-0.18949543813543387,1.2162206060223022,-0.0040023871621859275
5.12,0.001,0.1,5,100,0.5229188152639107,0.5234903710204022,-0.04917574857255291
5.12,0.001,0.1,5,200,0.6914289505554085,0.3577240455018411,-0.051308675105669055
20.48,0.001,0.1,5,200,0.5085756006622494,0.5733440540026293,-0.03719263812934415
10.24,1e-05,0.1,3,200,0.31777877108748487,0.6950524238082045,-0.02277731930615312
5.12,1e-11,0.1,5,200,0.6729034977471513,0.2413849818952495,0.05405326479170092
20.48,0.001,0.1,5,200,0.935449943414847,0.08064746765679554,-0.032749743478354354
20.48,0.001,0.1,3,200,0.2887744404342227,0.7935576159105894,-0.04190609612539975
5.12,0.001,0.1,3,200,0.2051791438474377,0.8856585400635665,-0.05484036539803616
10.24,0.001,0.1,3,200,1.0155150037358986,0.016805412910265275,-0.005766979895609148
20.48,0.001,0.1,3,200,-0.0264485452380519,0.9774736000145544,0.026474789484858263
5.12,0.001,0.1,3,200,0.6105309452611595,0.41611718582141854,-0.024245940994188198
2.56,0.001,0.1,5,200,0.43904653743633254,0.6146483325501773,-0.011348064794403756
10.24,0.001,0.1,3,200,0.7630106804565958,0.3257809037008315,-0.05389463160374797
20.48,0.001,0.1,3,200,0.6839138549229559,0.3019241513057329,0.0015718546911694942
10.24,1e-11,0.1,3,200,0.27177948668871177,0.7597999112809856,-0.018199166230122965
20.48,1e-11,0.1,5,200,0.4985725276104574,0.4893452707192147,0.0054071150183419014
20.48,0.001,0.1,3,200,0.10273003560187645,0.8951090173276227,0.005057721510943414
40.96,0.001,0.1,5,200,0.8262151668283098,0.14677417107569982,0.01706805764456054
10.24,1e-11,0.1,3,200,0.7416258109086359,0.2753929493632396,6.856410577349425e-05
5.12,0.001,0.1,3,200,0.4753934034575084,0.5355250130621986,-0.013029131324420073
1310.72,1e-07,0.1,3,100,0.23585921695339682,0.7591962049123999,0.012183667696258227
2621.44,1e-05,0.1,3,200,0.9622013603487757,-0.07279533756367228,0.09939267892003423
20.48,0.001,0.1,3,200,0.751992451218588,0.2214261881968547,0.031365902170572446
5.12,0.001,0.1,5,200,0.4795848853130947,0.5152725835592569,0.002696044343412196
327.68,0.001,0.1,5,200,0.17313980852641941,0.875144155745114,-0.01730494887925249
10.24,0.001,0.1,5,200,0.3572949236645491,0.6010714046934865,0.032903653558249535
5.12,0.001,0.1,5,200,0.41074934788614625,0.5732776112469505,0.015475959805222317
10.24,0.001,0.1,5,200,0.5714625674063589,0.4184026508208072,0.023367230225851077
40.96,0.001,0.1,5,200,0.4921146101419917,0.46616462678184556,0.032250822358539155
327.68,0.001,0.1,3,200,0.4787630866432876,0.5539585453889282,-0.06314975795294653
81.92,1e-07,0.1,5,200,0.3638248743974179,0.6108415059023733,0.017594582469781184
20.48,0.001,0.1,5,100,0.3623715788471318,0.6544952106641629,0.006285076165396419
40.96,0.001,0.1,3,200,0.31965161063178926,0.7508291725639784,-0.030901137441933346
10.24,1e-11,0.1,3,200,0.4476972123408721,0.5638575742556452,-0.023283248692439584
20.48,0.001,0.1,3,200,0.5040346143766418,0.5127641690571187,-0.005408576080633387
163.84,0.001,0.1,5,200,0.17720316508919642,0.8525364935049012,-0.01879323969688307
5.12,0.001,0.1,5,200,0.5502260111342655,0.48406785626586885,-0.01864277173924689
10.24,1e-05,0.1,3,200,-0.14723755794963655,1.1280776632344995,-0.015278704483703831
5.12,0.001,0.1,3,200,0.4306526863923122,0.5589814306792371,0.018634820472334335
81.92,1e-11,0.1,3,200,0.4265218517742101,0.6825533378781042,-0.09121492945126763
20.48,0.001,0.1,3,200,0.013976255318703671,0.9977792455132243,-0.007232771913299296
81.92,1e-05,0.1,5,200,0.13413612322792018,0.8617452257397187,-0.040288988553072724
10.24,0.001,0.1,3,200,0.15537630036273892,0.8709475814068778,-0.022185344432844478
163.84,0.001,0.1,5,200,0.3969516670674762,0.641013240551817,-0.030414626643283316
20.48,0.001,0.1,3,200,0.7613175777507197,0.1866362552219303,0.03767587257863203
5.12,0.001,0.1,3,200,0.6179692784148981,0.3390727462220703,0.046202141153444565
10.24,0.001,0.1,3,200,0.17649747214595615,0.8149035737180397,0.005679714714874051
40.96,0.001,0.1,3,200,-0.1213289083000319,1.1236138893339274,-0.018012779568988613
163.84,1e-05,0.1,5,200,0.2949857599728992,0.728033675092723,-0.0164981797314806
5.12,1e-11,0.1,3,200,0.17964160075748073,0.7352225026985056,0.04735457716320046
10.24,1e-05,0.1,3,200,0.4166528512437586,0.5874555471814721,-0.01694447320620085
40.96,0.001,0.1,5,200,0.3455466883318213,0.7426512422869633,-0.0692309045621552
40.96,0.001,0.1,3,200,0.19684857330975,0.7957494685207546,-0.0013965300669165348
327.68,1e-05,0.1,5,200,0.5865101286484656,0.3587324036331948,0.050354215697321125
5.12,1e-11,0.1,5,200,0.2972125048049575,0.7721638187910401,-0.05389756769456833
2.56,1e-11,0.1,3,200,0.5835416233477123,0.4202613090496802,-0.017485668649524166
327.68,0.001,0.1,3,200,-0.1770924352008753,1.179768843014421,-0.01227732398411352
40.96,0.001,0.1,5,200,0.19909304017494037,0.782617570050406,0.032662618505183705
20.48,0.001,0.1,3,200,0.08135207351487346,0.8855043026606942,-0.001449522087487054
