krr_sigma,krr_lambda,xgb_learning_rate,xgb_max_depth,xgb_n_estimators,meta_coef_krr,meta_coef_xgb,meta_intercept
10.24,0.001,0.1,4,200,0.48934664159614777,0.5194369360636701,-0.008669995260213725
9.728,0.001,0.1,4,200,0.4294423803795088,0.5812898582103041,-0.009016325260752467
11.776,0.001,0.1,4,200,0.3641424412230585,0.646321157851939,-0.008997409013328128
11.776,0.001,0.1,4,200,0.37719060092635753,0.6322488281866769,-0.008515822629872938
11.776,0.001,0.1,4,180,0.3625663917416652,0.6499185384533778,-0.0105093076913364
11.776,0.001,0.1,4,180,0.3784456081841069,0.6366219549333298,-0.012280199776865564
11.776,0.001,0.1,4,180,0.4042622088153841,0.6102819074309319,-0.011614883166035539
11.776,0.001,0.1,4,160,0.38722614589848897,0.6280974962604013,-0.012647399429031814
11.264,0.001,0.1,4,200,0.3282579022793606,0.6871759919215668,-0.012326000418763416
11.264,0.001,0.1,4,200,0.32439650113061486,0.6894589036323758,-0.01119363155287223
11.776,0.001,0.1,4,200,0.3075175272465513,0.7070579506015948,-0.010809424375080146
9.728,0.001,0.1,4,200,0.38248259893175124,0.6305857600466442,-0.00976876680115668
9.728,0.001,0.1,4,200,0.30871209186470944,0.7016382152438273,-0.009245322336510542
11.776,0.001,0.1,4,200,0.37919880574730824,0.6304643982866042,-0.007040800650150003
11.776,0.001,0.1,4,180,0.40463298996738145,0.6058321123727635,-0.008329225444034805
11.264,0.001,0.1,4,180,0.3757867886952407,0.6394850063027452,-0.011798325268215337
11.264,0.001,0.1,4,180,0.3583814206342715,0.6584722823899607,-0.012443687635585898
11.264,0.001,0.1,4,180,0.36406186177069655,0.6532548919693377,-0.0126852244867256
11.776,0.000800000002,0.1,4,180,0.37425933836072156,0.6439940525997412,-0.013184026423351036
11.776,0.000800000002,0.1,4,180,0.38865959579735554,0.6287985267915116,-0.011727915306390946
11.776,0.000800000002,0.1,4,180,0.35723744059077117,0.6595465712770814,-0.011239026126810159
11.776,0.000800000002,0.1,4,160,0.38184333700172135,0.6360583070023702,-0.01214802359824041
11.264,0.000800000002,0.1,4,200,0.2915537874679369,0.7250706230508069,-0.011144065338131504
11.776,0.000800000002,0.1,4,200,0.30504026491336717,0.7113506512649277,-0.011232552456808098
11.776,0.000800000002,0.1,4,200,0.3194508243823518,0.6972640209211475,-0.01093222374811098
11.776,0.000800000002,0.1,4,200,0.3393221182579021,0.6779365105584828,-0.011226176216445727
11.776,0.000800000002,0.1,4,200,0.33634621278142735,0.6800787970113149,-0.010568668854187724
11.776,0.000800000002,0.1,3,200,0.39762109476570856,0.6148330049543731,-0.007773453840108191
11.776,0.000800000002,0.1,4,200,0.3208151376836478,0.6955373078303485,-0.01050642399894175
11.776,0.000800000002,0.1,4,200,0.34067687981950684,0.6756116148229913,-0.011191548569218224
11.776,0.000800000002,0.1,4,200,0.33612660633972,0.6785905511875512,-0.010425272157937093
11.776,0.000800000002,0.1,4,200,0.3276150970348055,0.6883461340945941,-0.010810716536517218
11.776,0.000800000002,0.1,4,200,0.32085650958650086,0.6946510090418012,-0.009281177606339508
9.728,0.000800000002,0.1,4,200,0.37530497415908703,0.64047724915492,-0.009942489162845014
8.192,0.001,0.1,4,200,0.48083693153020735,0.5352528038218921,-0.010712524532797252
8.192,0.001,0.1,4,200,0.47606376921492194,0.5378415941186929,-0.00994225422147077
10.24,0.001,0.1,4,200,0.43204385212809965,0.5829511762772399,-0.008972054366158444
10.24,0.001,0.1,4,200,0.4547847268302194,0.5618271991388942,-0.01112047164708796
10.24,0.001,0.1,4,200,0.48944741986216966,0.5242547123638369,-0.008360723451960594
9.216000000000001,0.001,0.1,3,200,0.6054965208290458,0.4023546957776226,-0.006670193695887172
9.216000000000001,0.001,0.1,4,200,0.4888419400797841,0.5291027101999134,-0.013552162402214352
9.216000000000001,0.001,0.1,4,200,0.4813628128741547,0.5372548960703151,-0.013939380622783992
9.216000000000001,0.001,0.1,4,200,0.506280490233158,0.5094299759567256,-0.011570064699063631
7.168000000000001,0.001,0.1,4,200,0.5418573501621331,0.4748988059586414,-0.012693616726011547
7.168000000000001,0.001,0.1,4,200,0.522379548522218,0.4954878585220387,-0.014120403833569828
7.168000000000001,0.001,0.1,4,180,0.5709878054391306,0.4445804555060489,-0.012869051987743574
7.168000000000001,0.001,0.1,4,200,0.5472199680890482,0.4687083379615755,-0.012685389550734838
7.168000000000001,0.001,0.1,3,180,0.6630665393659796,0.35057371549289723,-0.010793010919015078
7.168000000000001,0.001,0.1,4,180,0.5422589363299621,0.47412174544401575,-0.012242245137011443
7.168000000000001,0.001,0.1,4,200,0.6220346386022428,0.3903475903340105,-0.009354239045058055
7.168000000000001,0.001,0.1,4,200,0.623914818377255,0.38845826971889535,-0.008758395944558184
8.192,0.001,0.1,4,200,0.5372704518023504,0.4753136125513503,-0.008961292237183893
9.216000000000001,0.001,0.1,4,180,0.49168766508318085,0.5258646922075091,-0.013827842510224841
8.704,0.001,0.1,4,180,0.4714211261068008,0.5475299223122072,-0.015680070891542663
8.704,0.001,0.1,4,200,0.35767323424481484,0.6630075268521057,-0.01699076295294133
